shipment_id,order_id,vehicle_id,scheduled_delivery,actual_delivery,delivery_cost
937,1664,16,2023-08-03,2023-08-05,16.856131296848726
938,458,47,2023-07-27,2023-07-30,443.551067714404
939,3422,51,2023-08-24,2023-08-23,197.7507093891148
940,3228,20,2023-02-13,2023-02-16,260.9510445151412
941,3226,47,2023-07-05,2023-07-04,158.56638070042897
942,2351,100,2023-05-11,2023-05-12,331.4532723108462
943,3613,56,2023-07-20,2023-07-20,345.58032706397086
944,4954,99,2023-04-07,2023-04-07,288.10091245359035
945,2817,2,2023-06-04,2023-06-07,194.6951193508853
946,3717,25,2023-03-08,2023-03-08,198.8167673051202
947,3555,16,2023-02-15,2023-02-16,484.6421614435348
948,2095,28,2023-07-30,2023-07-30,460.6212249851736
949,2815,84,2023-10-12,2023-10-13,140.6119762362391
950,1240,13,2023-12-14,2023-12-17,426.5736754349371
951,322,69,2023-09-10,2023-09-13,475.6817947830948
952,804,95,2023-11-15,2023-11-17,82.28426481291885
953,1967,93,2023-06-09,2023-06-08,332.4273511349016
954,4677,88,2023-07-14,2023-07-15,118.09553845596659
955,4586,44,2023-05-03,2023-05-03,362.88105765871654
956,2308,59,2023-04-06,2023-04-07,336.68811766971317
957,2988,69,2023-05-01,2023-05-01,130.30606201114952
958,1658,5,2023-12-20,2023-12-20,47.99867956754511
959,2997,86,2023-09-28,2023-09-30,208.77721684958647
960,3063,93,2023-05-17,2023-05-18,433.1478802024066
961,3199,89,2023-10-16,2023-10-17,254.69594927209863
962,3716,52,2023-10-28,2023-10-29,363.65538834276384
963,2749,26,2023-07-04,2023-07-04,223.92720707991884
964,4623,61,2023-05-19,2023-05-21,199.46302113149102
965,4872,100,2023-09-15,2023-09-17,481.5148142380841
966,521,56,2023-04-17,2023-04-18,71.9718480016927
967,1451,44,2023-05-27,2023-05-28,20.841743963869984
968,65,74,2023-06-20,2023-06-23,459.3618653755567
969,2510,66,2023-02-14,2023-02-15,100.82873905155607
970,3270,77,2023-03-15,2023-03-16,395.3984161509288
971,3041,74,2023-07-15,2023-07-17,158.0226557230752
972,3660,24,2023-02-27,2023-02-27,16.637657225639817
973,2263,18,2023-05-03,2023-05-04,390.6906228626384
974,4822,16,2023-05-17,2023-05-17,198.55492204460876
975,2343,7,2023-12-08,2023-12-09,328.8259250431228
976,4781,26,2023-05-07,2023-05-07,471.0697321860007
977,954,39,2023-06-12,2023-06-13,114.6105744839699
978,458,58,2023-10-18,2023-10-20,117.8052516454077
979,3752,29,2023-02-23,2023-02-22,24.693960485885828
980,1000,64,2023-09-29,2023-09-30,460.67874798056465
981,1164,16,2023-02-10,2023-02-11,367.64583735914204
982,3659,12,2023-10-13,2023-10-14,165.98446657244133
983,1714,47,2023-12-03,2023-12-04,372.1709458467958
984,1444,56,2023-09-16,2023-09-18,137.28317849978095
985,4081,7,2023-02-27,2023-03-01,105.05782198145793
986,1341,83,2023-12-13,2023-12-12,348.83548050543675
987,3367,44,2023-03-17,2023-03-17,453.41927355459103
988,3792,58,2023-03-09,2023-03-12,220.68759960047487
989,2654,53,2023-04-07,2023-04-07,239.33498391262137
990,914,36,2023-02-01,2023-01-31,463.25018386516075
991,2926,20,2023-08-13,2023-08-16,40.81208454107818
992,3011,42,2023-11-29,2023-12-02,332.5597956940601
993,374,5,2023-01-13,2023-01-13,247.0840180635756
994,1460,94,2023-03-07,2023-03-06,161.5024971313119
995,2620,60,2023-12-06,2023-12-06,68.75839589876745
996,217,78,2023-06-04,2023-06-04,484.15318057757236
997,1012,99,2023-04-22,2023-04-24,269.25243195146516
998,712,64,2023-03-26,2023-03-25,107.24514744874338
999,1623,49,2023-11-15,2023-11-16,182.02156899498237
1000,1263,67,2023-07-20,2023-07-20,454.1772504390363
1001,220,77,2023-11-27,2023-11-27,292.05060605603927
1002,3971,32,2023-06-26,2023-06-26,362.37688215843707
1003,2886,85,2023-12-16,2023-12-16,455.6768522036771
1004,1216,22,2023-03-19,2023-03-21,121.15132356183344
1005,1558,67,2023-11-05,2023-11-08,95.41010320706546
1006,2354,47,2023-08-31,2023-08-31,393.110763083987
1007,1848,17,2023-04-27,2023-04-29,219.14252439649943
1008,4156,45,2023-01-18,2023-01-20,204.5770479358929
1009,402,71,2023-08-24,2023-08-23,260.61081835511624
1010,3188,78,2023-09-12,2023-09-11,384.6007083190719
1011,1298,26,2023-07-15,2023-07-14,58.34844162269036
1012,4026,16,2023-03-21,2023-03-23,58.89057340896254
1013,4536,29,2023-10-13,2023-10-16,319.7388063470666
1014,1499,91,2023-02-15,2023-02-17,336.4481141339268
1015,3562,91,2023-05-15,2023-05-18,431.16935138816103
1016,3298,62,2023-04-13,2023-04-14,226.88194900258117
1017,2152,17,2023-03-16,2023-03-16,490.04224423493173
1018,1776,89,2023-03-20,2023-03-20,476.61917924194813
1019,4165,3,2023-11-21,2023-11-20,379.64684603839976
1020,2393,33,2023-03-20,2023-03-21,284.5044172204351
1021,4638,20,2023-12-07,2023-12-07,97.5327230973818
1022,2898,52,2023-01-30,2023-02-01,99.68983324107461
1023,2766,28,2023-07-10,2023-07-09,451.1069066145237
1024,1985,82,2023-09-03,2023-09-03,42.667857997052046
1025,940,69,2023-01-29,2023-01-30,204.44167535752325
1026,4029,36,2023-02-23,2023-02-23,13.093326076326848
1027,2583,30,2023-10-14,2023-10-15,388.3634025588042
1028,4602,42,2023-03-18,2023-03-17,445.3545307621044
1029,588,29,2023-07-17,2023-07-17,206.6333908881116
1030,470,66,2023-05-27,2023-05-29,122.32691585828493
1031,3880,85,2023-07-07,2023-07-09,40.99619830978787
1032,2268,61,2023-01-24,2023-01-25,166.02601649760646
1033,4659,10,2023-03-31,2023-03-30,190.46084428112354
1034,3508,93,2023-05-18,2023-05-17,47.97165093906929
1035,2804,43,2023-08-08,2023-08-09,18.284424313097894
1036,749,74,2023-07-12,2023-07-15,492.53530378375035
1037,4841,42,2023-08-19,2023-08-22,253.35906494631485
1038,1515,8,2023-09-02,2023-09-01,407.4897019354481
1039,149,33,2023-03-28,2023-03-30,488.4332565781839
1040,123,10,2023-11-15,2023-11-17,57.08605190081946
1041,736,20,2023-06-07,2023-06-06,470.9923749333234
1042,4683,32,2023-08-09,2023-08-12,207.73149867915458
1043,4358,73,2023-11-28,2023-11-30,208.9318860158658
1044,4640,67,2023-08-31,2023-08-31,46.35474257794843
1045,3493,63,2023-09-05,2023-09-05,49.15243231479852
1046,4932,99,2023-04-05,2023-04-05,224.546063538617
1047,3190,87,2023-01-15,2023-01-17,479.9804754269738
1048,4725,68,2023-10-01,2023-10-04,242.82561814700577
1049,4463,54,2023-06-30,2023-06-30,421.92343437915446
1050,1704,81,2023-12-17,2023-12-20,451.0535194632644
1051,2530,26,2023-03-01,2023-03-04,54.93080212684704
1052,3132,43,2023-06-08,2023-06-08,25.129832829299026
1053,4199,87,2023-10-24,2023-10-25,99.02761164498092
1054,1022,19,2023-01-24,2023-01-24,69.31517762829225
1055,568,46,2023-01-13,2023-01-14,248.28207757846687
1056,3098,35,2023-05-25,2023-05-28,323.64109883819856
1057,2328,62,2023-01-04,2023-01-03,10.583399524818534
1058,3448,72,2023-08-26,2023-08-28,160.0234735123928
1059,4463,86,2023-08-11,2023-08-13,206.44771066229416
1060,4690,58,2023-10-31,2023-11-02,462.4450491492424
1061,730,54,2023-04-14,2023-04-16,446.35792948531935
1062,3495,89,2023-01-18,2023-01-19,430.3714653999111
1063,271,3,2023-07-28,2023-07-28,182.9716294573248
1064,1808,61,2023-04-12,2023-04-11,298.54302251462815
1065,3164,35,2023-10-17,2023-10-19,312.0647632432805
1066,3805,57,2023-02-10,2023-02-09,442.53863678235535
1067,4633,84,2023-07-03,2023-07-03,288.96178305904016
1068,3115,29,2023-06-14,2023-06-14,34.277230206232744
1069,3039,76,2023-08-27,2023-08-26,97.83066593351477
1070,2866,15,2023-03-24,2023-03-27,88.94011524848298
1071,3388,87,2023-04-16,2023-04-18,156.8577356266801
1072,642,41,2023-11-11,2023-11-12,458.9209184573213
1073,4585,73,2023-06-21,2023-06-24,202.80075237790984
1074,2308,53,2023-12-03,2023-12-05,131.52670194419602
1075,2707,97,2023-05-15,2023-05-16,375.21122908956744
1076,2519,91,2023-05-12,2023-05-11,397.93648883236233
1077,2502,79,2023-03-04,2023-03-06,288.99888317824514
1078,4944,76,2023-05-06,2023-05-09,128.80444898123935
1079,2118,36,2023-10-24,2023-10-26,149.69355293321107
1080,4710,35,2023-07-29,2023-07-30,18.416337949440035
1081,4599,22,2023-03-16,2023-03-16,33.39467458968813
1082,2689,65,2023-08-04,2023-08-04,306.6649884301835
1083,3908,93,2023-04-22,2023-04-25,337.81385079481066
1084,4368,83,2023-09-25,2023-09-28,430.4854596968084
1085,2209,13,2023-05-08,2023-05-08,60.76955775913377
1086,66,98,2023-10-20,2023-10-22,73.25349234037046
1087,1420,15,2023-09-03,2023-09-02,244.67579074310885
1088,2469,67,2023-06-28,2023-06-28,150.6620491210047
1089,3382,48,2023-06-22,2023-06-24,402.17292738666015
1090,1081,100,2023-03-06,2023-03-05,129.77258656158085
1091,352,39,2023-05-23,2023-05-26,222.0902800980636
1092,2494,49,2023-02-02,2023-02-02,364.53190460324157
1093,1831,73,2023-01-28,2023-01-27,79.30322132741688
1094,2915,14,2023-03-11,2023-03-10,109.97967853830039
1095,3781,43,2023-07-21,2023-07-22,269.0948564292461
1096,4874,51,2023-04-08,2023-04-09,295.3516366728923
1097,3862,1,2023-10-12,2023-10-14,485.71765210494823
1098,647,74,2023-11-09,2023-11-09,472.74709845859053
1099,2139,91,2023-07-04,2023-07-07,156.18887158248393
1100,2125,90,2023-06-17,2023-06-19,200.06428449176818
1101,694,10,2023-04-25,2023-04-28,279.85773296492874
1102,394,27,2023-06-01,2023-06-01,103.34191379039473
1103,3338,21,2023-12-10,2023-12-10,26.40788086062578
1104,2038,25,2023-06-08,2023-06-10,153.44999462160976
1105,2172,53,2023-04-17,2023-04-16,19.17111856949576
1106,1901,85,2023-08-19,2023-08-22,213.68575675169376
1107,3247,70,2023-01-15,2023-01-14,280.5627703504277
1108,2571,91,2023-12-29,2023-12-29,288.8496242580873
1109,2299,49,2023-10-26,2023-10-25,84.96541279702835
1110,735,83,2023-12-06,2023-12-08,224.69554577575323
1111,2344,9,2023-08-27,2023-08-28,102.27858690051754
1112,308,39,2023-04-17,2023-04-18,38.63822174095523
1113,1871,69,2023-07-07,2023-07-06,90.05106612573296
1114,4581,79,2023-05-24,2023-05-26,201.51328858574345
1115,1485,58,2023-06-22,2023-06-22,107.49546012662728
1116,1094,67,2023-03-20,2023-03-23,398.67184932938835
1117,77,18,2023-01-09,2023-01-09,171.7926392452687
1118,4700,14,2023-04-21,2023-04-21,440.1292116558611
1119,1882,3,2023-04-23,2023-04-23,134.28305558907107
1120,3838,57,2023-02-04,2023-02-03,338.4604853499145
1121,3505,59,2023-07-06,2023-07-05,224.3943997427252
1122,3497,19,2023-09-02,2023-09-05,308.880965785779
1123,2583,32,2023-01-30,2023-01-30,146.21706571027576
1124,3033,27,2023-01-29,2023-01-28,471.36544386089327
1125,1418,30,2023-10-25,2023-10-28,387.0954125864387
1126,3995,22,2023-05-01,2023-04-30,116.22456276951789
1127,1080,6,2023-03-07,2023-03-10,155.04250433029088
1128,558,75,2023-01-09,2023-01-08,232.56725349778432
1129,1336,21,2023-12-05,2023-12-05,153.4102991635978
1130,3059,8,2023-08-13,2023-08-15,458.98299386612683
1131,2122,85,2023-10-07,2023-10-09,367.52718404182843
1132,833,61,2023-11-25,2023-11-27,167.34631385037102
1133,2134,53,2023-02-24,2023-02-27,395.463271944808
1134,4922,24,2023-05-16,2023-05-15,199.2954991480914
1135,4437,30,2023-10-02,2023-10-04,85.5022201420642
1136,3844,81,2023-03-17,2023-03-18,257.83673209982226
1137,526,24,2023-03-21,2023-03-22,303.41062918045066
1138,4792,89,2023-06-25,2023-06-27,203.15943249719015
1139,4373,37,2023-12-31,2024-01-01,458.280468571896
1140,1208,32,2023-09-06,2023-09-06,317.328515439756
1141,3698,74,2023-02-09,2023-02-09,58.86754344176841
1142,693,12,2023-01-25,2023-01-24,270.14876763795246
1143,4207,6,2023-05-01,2023-05-02,491.434904316786
1144,4529,54,2023-11-11,2023-11-10,338.1087213680303
1145,606,59,2023-01-26,2023-01-28,152.76054218304986
1146,296,81,2023-04-26,2023-04-29,84.01479037654154
1147,849,76,2023-11-14,2023-11-17,133.39138537852477
1148,2908,23,2023-11-03,2023-11-04,370.25713886333455
1149,897,64,2023-02-22,2023-02-22,95.9964160593706
1150,4033,50,2023-05-11,2023-05-11,117.95289630593797
1151,3723,24,2023-03-25,2023-03-24,186.75111338500645
1152,2370,20,2023-03-15,2023-03-14,194.08343409234513
1153,3088,87,2023-06-14,2023-06-15,299.6402772571469
1154,3134,25,2023-04-10,2023-04-09,349.2544774293411
1155,1602,26,2023-05-29,2023-05-30,158.00054145590306
1156,152,40,2023-09-15,2023-09-18,254.55691709519576
1157,4909,75,2023-06-19,2023-06-18,142.7714400564597
1158,171,22,2023-01-06,2023-01-07,310.7863369936281
1159,3093,99,2023-09-17,2023-09-18,44.97200593291179
1160,2566,25,2023-12-16,2023-12-18,253.4492462584044
1161,1489,51,2023-08-07,2023-08-07,88.37957921876036
1162,4897,95,2023-06-12,2023-06-14,124.25401420387368
1163,1516,58,2023-09-12,2023-09-14,166.2643234390564
1164,1397,21,2023-07-03,2023-07-06,85.26937029207545
1165,3428,11,2023-07-24,2023-07-25,275.9411045984948
1166,1162,78,2023-03-10,2023-03-09,330.5187165048261
1167,4692,93,2023-03-22,2023-03-22,300.33929079816033
1168,959,10,2023-06-15,2023-06-17,116.99948840290561
1169,1243,76,2023-06-12,2023-06-13,381.1509110463549
1170,4765,52,2023-04-30,2023-05-02,129.73823798450417
1171,1263,83,2023-07-29,2023-07-29,415.0673888250236
1172,2431,86,2023-04-03,2023-04-02,221.41758117617496
1173,623,43,2023-12-06,2023-12-07,315.51616498859454
1174,222,83,2023-12-09,2023-12-12,176.42479365748957
1175,1594,27,2023-02-24,2023-02-24,330.8036279959365
1176,332,6,2023-05-20,2023-05-23,271.8720196732666
1177,1839,91,2023-03-22,2023-03-21,411.2718033400136
1178,686,23,2023-03-19,2023-03-18,475.3808392295948
1179,1417,10,2023-07-10,2023-07-11,260.56728083450844
1180,923,92,2023-07-10,2023-07-13,85.29031430309857
1181,3568,70,2023-08-02,2023-08-05,254.75673359485438
1182,3289,39,2023-01-05,2023-01-04,384.1521987735933
1183,899,68,2023-06-17,2023-06-18,282.57328929934295
1184,480,50,2023-06-08,2023-06-09,377.5375342029851
1185,8,6,2023-07-18,2023-07-18,289.3084587510946
1186,4117,64,2023-08-15,2023-08-18,245.41635572783986
1187,2570,67,2023-06-17,2023-06-19,322.52488223348587
1188,2309,52,2023-06-09,2023-06-08,301.9387365379837
1189,1060,28,2023-06-01,2023-06-01,64.77859973275922
1190,1155,92,2023-08-12,2023-08-12,97.7323820948662
1191,1584,24,2023-01-09,2023-01-10,348.1867344032398
1192,373,37,2023-03-25,2023-03-28,133.93846579365277
1193,1778,15,2023-05-25,2023-05-27,469.4538442077424
1194,4656,99,2023-12-25,2023-12-24,54.12332468345105
1195,3658,20,2023-07-28,2023-07-31,308.6110787919917
1196,2275,74,2023-12-20,2023-12-23,57.302187527172
1197,1318,66,2023-12-24,2023-12-24,64.33789573851496
1198,4502,3,2023-01-30,2023-01-30,438.8398583358197
1199,3460,53,2023-01-11,2023-01-11,356.05288238111257
1200,512,1,2023-06-28,2023-06-28,376.51791400487633
1201,4418,44,2023-04-10,2023-04-13,204.0545370607861
1202,790,1,2023-06-14,2023-06-13,170.05235557787435
1203,1471,35,2023-05-06,2023-05-09,450.5807878458665
1204,4505,91,2023-01-01,2023-01-02,281.043855754026
1205,1326,54,2023-11-12,2023-11-12,333.3925315841524
1206,4625,99,2023-11-10,2023-11-09,39.22423579573564
1207,3262,69,2023-12-24,2023-12-26,90.3669088564152
1208,3747,97,2023-08-12,2023-08-12,430.31933912111685
1209,1453,72,2023-04-16,2023-04-19,308.61275559327635
1210,3157,87,2023-04-15,2023-04-15,409.1331074907598
1211,3339,96,2023-02-12,2023-02-15,174.74901982508504
1212,935,81,2023-10-05,2023-10-07,96.74623336529882
1213,3727,14,2023-05-07,2023-05-09,280.5534882791666
1214,891,1,2023-02-08,2023-02-08,85.97574468906048
1215,4144,21,2023-04-13,2023-04-13,361.27916513606283
1216,1249,13,2023-12-11,2023-12-14,426.0828493458769
1217,1834,45,2023-04-06,2023-04-08,371.214829862434
1218,519,68,2023-09-02,2023-09-03,357.0410655406775
1219,163,52,2023-09-04,2023-09-06,198.96494520110068
1220,356,55,2023-11-19,2023-11-20,414.5056716738684
1221,1369,1,2023-11-22,2023-11-25,266.09687014833884
1222,2183,32,2023-02-08,2023-02-11,72.44347236211263
1223,4971,57,2023-07-29,2023-07-28,235.71571268087797
1224,4122,89,2023-02-26,2023-02-27,485.2691232470885
1225,3433,75,2023-10-01,2023-10-01,275.0987138559055
1226,2449,45,2023-12-05,2023-12-07,97.31558903953339
1227,137,92,2023-03-19,2023-03-21,194.666490634034
1228,3271,69,2023-07-16,2023-07-16,309.7014230954649
1229,2900,74,2023-02-18,2023-02-18,168.59966329951962
1230,1673,40,2023-11-12,2023-11-15,300.6565413407769
1231,1332,44,2023-06-16,2023-06-16,305.1485458291029
1232,3565,81,2023-11-22,2023-11-21,384.3581755289841
1233,2441,18,2023-10-24,2023-10-27,21.012658760513247
1234,2197,81,2023-09-01,2023-09-01,384.76776862515396
1235,3376,55,2023-10-30,2023-10-31,40.83527702532871
1236,3588,74,2023-11-13,2023-11-15,247.37129524782972
1237,4608,1,2023-10-11,2023-10-14,234.06931981762366
1238,4080,33,2023-10-14,2023-10-15,345.9361263567611
1239,4678,37,2023-07-27,2023-07-28,46.881305406004756
1240,4171,25,2023-11-08,2023-11-11,425.02014538729037
1241,922,53,2023-08-25,2023-08-25,151.5978773762203
1242,3755,67,2023-11-19,2023-11-20,111.06636252513017
1243,4764,69,2023-10-01,2023-09-30,498.6483349397936
1244,2400,100,2023-10-27,2023-10-30,23.697645812916264
1245,2376,41,2023-01-06,2023-01-09,91.66599247464427
1246,4217,51,2023-01-06,2023-01-07,482.7777643035476
1247,969,5,2023-03-25,2023-03-27,78.37508627010841
1248,3758,6,2023-07-23,2023-07-25,152.04021268270685
1249,4931,8,2023-01-10,2023-01-13,97.77933189700683
1250,4380,33,2023-07-03,2023-07-06,61.14357991058001
1251,1815,1,2023-10-12,2023-10-15,290.83585435313586
1252,1557,86,2023-01-22,2023-01-23,246.40912837914686
1253,4431,71,2023-05-02,2023-05-05,301.55215241817933
1254,3881,34,2023-02-24,2023-02-27,180.34016261873452
1255,1938,2,2023-03-18,2023-03-20,396.2683668104814
1256,105,7,2023-01-01,2023-01-01,32.502890475332364
1257,2826,93,2023-07-19,2023-07-21,59.89303223911815
1258,4887,46,2023-11-27,2023-11-27,18.470823663984405
1259,2929,50,2023-05-30,2023-05-29,283.3994936788009
1260,4632,25,2023-08-13,2023-08-16,335.83355951226247
1261,2411,56,2023-08-18,2023-08-21,35.37529421076375
1262,3931,93,2023-01-10,2023-01-09,270.10155209400506
1263,1328,54,2023-11-26,2023-11-25,25.302701706955595
1264,1672,55,2023-07-10,2023-07-09,33.32666645313674
1265,2224,38,2023-06-05,2023-06-06,74.44808576041429
1266,4877,6,2023-07-21,2023-07-23,144.38678514942467
1267,2810,55,2023-10-14,2023-10-16,411.06510057380433
1268,3066,22,2023-06-04,2023-06-03,195.13660497564118
1269,1033,15,2023-06-15,2023-06-16,309.5280974559835
1270,3574,62,2023-03-12,2023-03-13,466.8950601553947
1271,1461,24,2023-04-03,2023-04-02,308.40432177393177
1272,2718,31,2023-04-21,2023-04-22,225.39264446968446
1273,241,34,2023-09-13,2023-09-14,245.39615468215658
1274,3186,39,2023-10-05,2023-10-06,345.5198061084673
1275,2668,48,2023-11-02,2023-11-02,304.38331279282244
1276,2673,22,2023-02-19,2023-02-19,271.845001581012
1277,2561,1,2023-09-08,2023-09-07,485.0300864668052
1278,2355,43,2023-06-28,2023-06-28,59.79741663820913
1279,4882,8,2023-01-02,2023-01-02,203.24935996968776
1280,1515,12,2023-02-04,2023-02-06,126.04599321139226
1281,1173,82,2023-08-26,2023-08-28,86.95593929695602
1282,2218,69,2023-11-25,2023-11-28,368.438136806537
1283,2839,72,2023-06-14,2023-06-15,281.53048574264915
1284,1401,24,2023-10-27,2023-10-28,93.45247837767931
1285,2837,18,2023-12-31,2024-01-01,59.687543503785925
1286,948,65,2023-06-17,2023-06-19,190.4392627725334
1287,689,58,2023-02-04,2023-02-03,174.6342401873775
1288,428,68,2023-11-23,2023-11-22,188.00367728748748
1289,4910,12,2023-05-13,2023-05-15,232.51292832609707
1290,2206,61,2023-04-28,2023-04-29,322.9280011748055
1291,2922,99,2023-03-14,2023-03-15,224.79659943419742
1292,4333,94,2023-06-01,2023-05-31,418.3007468792844
1293,3779,16,2023-07-02,2023-07-05,157.13732536241886
1294,4679,59,2023-04-13,2023-04-14,151.798630395745
1295,4941,27,2023-01-19,2023-01-20,123.37032436789487
1296,4183,69,2023-01-16,2023-01-16,105.66550412146567
1297,4341,28,2023-08-04,2023-08-03,438.1849928638525
1298,563,89,2023-04-13,2023-04-13,414.49416097783876
1299,4270,77,2023-04-04,2023-04-06,468.80615315096776
1300,4203,61,2023-09-17,2023-09-20,445.9159758373384
1301,4562,9,2023-06-30,2023-06-30,245.16032000049557
1302,3893,26,2023-01-05,2023-01-06,415.3328626742769
1303,3562,24,2023-06-11,2023-06-10,163.5958569418955
1304,1002,57,2023-12-21,2023-12-22,210.2109138674305
1305,1743,42,2023-04-26,2023-04-28,407.9622217627669
1306,4194,7,2023-02-21,2023-02-24,286.61727907585896
1307,880,46,2023-08-06,2023-08-08,102.1158469717451
1308,2288,49,2023-09-12,2023-09-11,370.2581267416738
1309,3627,96,2023-07-13,2023-07-13,300.32003482017933
1310,3257,76,2023-02-03,2023-02-04,119.99710800387761
1311,3245,18,2023-10-28,2023-10-31,292.03996230592384
1312,3081,81,2023-08-09,2023-08-10,486.11770543424217
1313,2798,7,2023-11-09,2023-11-12,291.8066272665578
1314,238,89,2023-01-19,2023-01-18,33.62986520536489
1315,4879,71,2023-06-24,2023-06-26,121.65876755822693
1316,139,69,2023-04-30,2023-05-01,90.22565734869117
1317,697,70,2023-11-01,2023-11-03,335.149850367106
1318,2380,37,2023-03-29,2023-03-30,201.0325968690091
1319,4216,100,2023-09-22,2023-09-23,313.4340577425842
1320,3751,75,2023-07-09,2023-07-11,93.64131476662754
1321,3039,100,2023-09-09,2023-09-10,321.20362794317
1322,4678,45,2023-09-24,2023-09-24,473.2694506941232
1323,911,76,2023-01-27,2023-01-27,80.29501963417218
1324,3614,96,2023-10-26,2023-10-28,368.25275833918477
1325,4991,85,2023-12-06,2023-12-05,411.80082572589
1326,2452,68,2023-10-04,2023-10-04,323.25589782099115
1327,3702,11,2023-08-25,2023-08-24,463.8528282255041
1328,4757,68,2023-06-03,2023-06-04,463.465863325286
1329,811,35,2023-04-16,2023-04-18,253.2064745774062
1330,1310,67,2023-07-20,2023-07-23,61.35746591292383
1331,1493,93,2023-04-22,2023-04-21,112.86082214713038
1332,4119,44,2023-08-11,2023-08-14,65.89770086055059
1333,672,74,2023-05-06,2023-05-09,493.1750335772456
1334,4028,69,2023-02-10,2023-02-11,473.1774012673902
1335,2758,74,2023-01-06,2023-01-05,371.5653642975847
1336,4693,81,2023-03-27,2023-03-26,228.19449625406457
1337,4728,7,2023-07-09,2023-07-10,82.42541115383999
1338,3484,55,2023-10-27,2023-10-27,118.29546863827997
1339,3062,12,2023-11-18,2023-11-19,374.81162620522343
1340,4412,97,2023-01-11,2023-01-13,480.9805545733206
1341,98,99,2023-12-09,2023-12-10,105.62784628572236
1342,3233,3,2023-03-04,2023-03-03,292.0799018305111
1343,4789,11,2023-01-06,2023-01-06,479.6777141112686
1344,4364,17,2023-10-21,2023-10-23,160.6131475855152
1345,2582,45,2023-03-04,2023-03-04,364.5184033291789
1346,347,74,2023-01-31,2023-02-03,170.7641490914849
1347,4383,13,2023-09-15,2023-09-14,30.931083924095784
1348,2685,8,2023-03-11,2023-03-12,113.96693386264506
1349,3777,27,2023-07-25,2023-07-24,453.83066548550875
1350,4350,64,2023-04-16,2023-04-18,381.18773920094907
1351,1146,57,2023-02-10,2023-02-10,348.20148826280746
1352,4176,93,2023-11-03,2023-11-05,288.49146910175347
1353,1713,46,2023-05-04,2023-05-07,39.573284574703166
1354,59,81,2023-06-20,2023-06-23,167.6609901186793
1355,3525,12,2023-07-07,2023-07-08,230.6777532858623
1356,2018,12,2023-11-30,2023-12-01,431.77934683157986
1357,3077,31,2023-10-27,2023-10-29,288.3689120494524
1358,2926,45,2023-03-01,2023-02-28,196.1171186133242
1359,2017,51,2023-12-14,2023-12-17,30.8677952990835
1360,1098,66,2023-05-03,2023-05-05,248.2179346608987
1361,3744,4,2023-03-23,2023-03-26,301.30565760056567
1362,3099,53,2023-01-03,2023-01-04,457.91517013455376
1363,2417,23,2023-09-24,2023-09-23,195.07838469405905
1364,2089,33,2023-02-05,2023-02-07,47.50626524635654
1365,859,80,2023-12-23,2023-12-25,479.86081954022455
1366,2649,82,2023-04-15,2023-04-16,272.3524739397635
1367,2455,53,2023-05-16,2023-05-15,487.9033204385596
1368,1020,5,2023-04-07,2023-04-10,277.96283938436943
1369,1109,63,2023-04-20,2023-04-19,139.3887935573448
1370,3987,54,2023-04-17,2023-04-19,75.81724433211379
1371,4171,14,2023-05-15,2023-05-16,341.45178252896824
1372,3714,15,2023-09-28,2023-10-01,122.65919938734963
1373,2597,28,2023-01-12,2023-01-15,211.76310786467062
1374,368,54,2023-09-11,2023-09-13,137.4625869142602
1375,4972,81,2023-12-21,2023-12-20,289.1372232520073
1376,1419,65,2023-10-02,2023-10-03,469.85739499849365
1377,4171,59,2023-05-19,2023-05-20,379.6554120693281
1378,2873,15,2023-12-28,2023-12-28,417.26749470384414
1379,2693,69,2023-08-21,2023-08-21,424.4705679310142
1380,1010,59,2023-05-17,2023-05-17,20.423762384680728
1381,3481,71,2023-10-14,2023-10-13,396.5297291559918
1382,3144,35,2023-01-18,2023-01-18,159.482769102487
1383,1707,76,2023-09-15,2023-09-18,451.561471908188
1384,4156,64,2023-04-16,2023-04-19,240.2477071967859
1385,2943,66,2023-04-24,2023-04-24,115.08003866899355
1386,2327,98,2023-09-01,2023-09-03,16.82303448323939
1387,2057,13,2023-04-30,2023-04-29,306.4709977515312
1388,924,45,2023-04-09,2023-04-12,414.69328203863375
1389,3434,3,2023-04-06,2023-04-09,72.58098255090431
1390,1092,45,2023-05-16,2023-05-16,485.24533271316005
1391,2147,9,2023-12-02,2023-12-02,432.5546583998684
1392,1906,11,2023-11-09,2023-11-08,364.8389758889578
1393,2918,58,2023-08-25,2023-08-25,13.588174518795
1394,2290,9,2023-01-11,2023-01-10,356.5652870995494
1395,4053,89,2023-10-30,2023-10-31,58.85534410821507
1396,1763,21,2023-05-19,2023-05-20,498.9370112313607
1397,1968,71,2023-11-26,2023-11-25,39.153644848452736
1398,3955,92,2023-11-12,2023-11-13,58.407434432418874
1399,1184,19,2023-05-22,2023-05-25,476.5378262709967
1400,231,76,2023-10-13,2023-10-15,84.00144453913207
1401,3194,33,2023-10-22,2023-10-24,110.29618859166499
1402,1454,48,2023-02-10,2023-02-12,422.5711334220184
1403,1181,24,2023-05-29,2023-05-28,139.85721728106623
1404,1753,23,2023-08-03,2023-08-02,62.862324576444955
1405,423,5,2023-04-09,2023-04-10,197.46023578689864
1406,3536,13,2023-12-19,2023-12-21,115.40499370267727
